Date,Weekday,Time,Office Hours,Brief Description,Place of Incident,Office,Site of Incident,Business Impact,Division,BU / Account affected,Line Manager,Operational Security Manager,Resolve (Hrs),Resolve (Days)
24/06/2013,FALSE,15:05,TRUE,Stolen USB drive,Area 1,FALSE,CRE02,Minor,HMRC,Mercedes-Benz Uk Ltd.,Harry Hoke  ,Raymon Currie  ,18,0.75
23/10/2013,FALSE,04:34,FALSE,Tailgating,Office 15,TRUE,STE04,Minor,Private Sector,NI Library Authority,Yasuko Manigault  ,Pablo Gowers  ,26,1.08
21/07/2014,FALSE,09:07,TRUE,Stolen USB drive,Office 6,TRUE,WAK01,Minor,DNS,Primark,Nick Carter  ,Quinton Claudio  ,120,5
10/04/2013,FALSE,15:43,TRUE,Brief Descriptions,Area 13,FALSE,SOL10,None,ROI,UK Border Agency,Shila Bentler  ,Bob Luthy  ,36,1.5
21/06/2013,FALSE,03:17,FALSE,Stolen Desktop,Office 20,TRUE,MAN35,Significant,N&T,Dublin City Council,Voncile Mountain  ,Foster Wax  ,52,2.17
26/02/2014,FALSE,14:13,TRUE,Lost Desktop,Office 19,TRUE,SOL10,Minor,Private Sector,Primark,Chae Sather  ,Douglass Dill  ,207,8.63
18/03/2014,FALSE,06:38,FALSE,Suspicious Character,Area 4,FALSE,STE10,Significant,Private Sector,KFC,Migdalia Schmitt  ,Raymon Currie  ,166,6.92
04/10/2015,TRUE,05:45,FALSE,Lost Desktop,Area 4,FALSE,MAN33,Major,HR,G4S Plc,Wallace Truett  ,Lyle Griswold  ,68,2.83
07/12/2015,FALSE,11:53,TRUE,Broken Window,Office 15,TRUE,SOL10,Significant,Unknown,NI Education & Library Boards,Arlena Pierpont  ,Raymon Currie  ,140,5.83
19/03/2014,FALSE,02:58,FALSE,Stolen Desktop,Office 14,TRUE,MAN35,Minor,HR,Cabinet Office,Vance Mcmanis  ,Lyle Griswold  ,493,20.54
31/07/2012,FALSE,13:23,TRUE,Lost USB drive,Area 1,FALSE,MAN33,Minor,DNS,Southeastern,Elenore Pentz  ,Silas Wand  ,111,4.63
18/07/2012,FALSE,17:22,TRUE,Tailgating,Area 6,FALSE,MAN33,Significant,ROI,Electricity Supply Board,Ethan Singer  ,Raul Holmquist  ,64,2.67
19/03/2013,FALSE,10:56,TRUE,Lost Laptop,Area 14,FALSE,SOL10,None,N&T,NI Education & Library Boards,Shila Bentler  ,Leonardo Mcclane  ,46,1.92
20/11/2016,TRUE,23:37,FALSE,Lost Desktop,Office 18,TRUE,WAK01,Major,ROI,Ministry of Defence - MoD,Arlena Pierpont  ,Jamal Lacross  ,71,2.96
07/06/2016,FALSE,17:44,TRUE,Stolen Desktop,Office 8,TRUE,WAK01,Minor,Private Sector,Ford Motor Company ltd,Chae Sather  ,Mitch Landa  ,10,0.42
01/01/2015,FALSE,14:27,TRUE,Stolen USB drive,Office 1,TRUE,WAR08,None,HMRC,Whitbread Group Plc,Renato Boos  ,Van Fessenden  ,119,4.96
24/06/2012,TRUE,10:50,FALSE,Stolen Laptop,Office 11,TRUE,EDI06,None,HR,Reading Borough Council,Jonathan Wray  ,Silas Wand  ,150,6.25
08/04/2011,FALSE,06:47,FALSE,Stolen Laptop,Area 17,FALSE,MAN33,Minor,Marketing,Virgin Money,Ursula Bradberry  ,Leonardo Mcclane  ,131,5.46
25/05/2012,FALSE,08:38,TRUE,Stolen Laptop,Area 5,FALSE,MAN34,None,HR,Ministry of Defence - MoD,Vance Mcmanis  ,Raymon Currie  ,224,9.33
08/01/2015,FALSE,04:14,FALSE,Unauthorised Access,Area 15,FALSE,MAN35,Significant,Finance & Strategy,Balfour Beatty Group Ltd.,Alva Cha  ,Octavio Angert  ,71,2.96
07/04/2015,FALSE,10:15,TRUE,Lost Peripheral,Area 7,FALSE,MAN35,Significant,HR,Bridgestone UK,Neta Veres  ,Jamal Lacross  ,125,5.21
27/10/2014,FALSE,20:48,FALSE,Stolen Laptop,Area 2,FALSE,STE04,Minor,N&T,Heathrow Airport Limited,Renato Boos  ,Lyle Griswold  ,26,1.08
16/04/2014,FALSE,20:29,FALSE,Unsecured PM Document,Office 13,TRUE,SOL20,Significant,Private Sector,Cambridgeshire County Council,Abel Liss  ,Douglass Dill  ,235,9.79
27/08/2014,FALSE,12:31,TRUE,Suspicious Character,Area 2,FALSE,WAR08,None,Other (specify),NI Library Authority,Babette Garriott  ,Bob Luthy  ,65,2.71
26/03/2014,FALSE,15:27,TRUE,Tailgating,Area 9,FALSE,WAR08,Major,N&T,High Speed 2 Ltd.,Jonathan Wray  ,Sterling Raske  ,231,9.63
27/10/2015,FALSE,10:39,TRUE,Suspicious Character,Area 2,FALSE,SWN03,None,Private Sector,Vodafone Plc Government,Marisa Anchondo  ,Douglass Dill  ,114,4.75
26/06/2014,FALSE,06:50,FALSE,Stolen Peripheral,Office 9,TRUE,LON22,Major,Public Sector,Reading Borough Council,Wynona Tonkin  ,Bob Luthy  ,22,0.92
24/01/2013,FALSE,02:07,FALSE,Unsecured Cabinet,Office 9,TRUE,SOL20,Minor,Private Sector,Cambridgeshire County Council,Cecille Haubert  ,Quinton Claudio  ,257,10.71
12/12/2012,FALSE,02:06,FALSE,Lost Peripheral,Office 18,TRUE,EDI06,Minor,MIS,Whitbread Group Plc,Wilbur Tienda  ,Raymon Currie  ,12,0.5
26/12/2012,FALSE,01:02,FALSE,Suspicious Character,Office 18,TRUE,WAR08,Minor,MIS,Cabinet Office,Nick Carter  ,Silas Wand  ,407,16.96
12/04/2015,TRUE,14:40,FALSE,Stolen USB drive,Office 13,TRUE,BRA07,Significant,HMRC,Primark,Juan Bernett  ,Douglass Dill  ,62,2.58
12/08/2013,FALSE,02:35,FALSE,Unsecured Cabinet,Area 1,FALSE,BSN01,None,Unknown,G4S Plc,Kiera Lickteig  ,Octavio Angert  ,23,0.96
02/11/2014,TRUE,03:40,FALSE,Tailgating,Office 20,TRUE,SOL20,Minor,Private Sector,Home Group Limited,Suzan Bogert  ,Octavio Angert  ,27,1.13
12/05/2016,FALSE,17:14,TRUE,Unsecured Cabinet,Office 8,TRUE,STE10,None,HR,PZ Cussons,Kiera Lickteig  ,Mitch Landa  ,84,3.5
23/04/2015,FALSE,19:24,FALSE,Stolen RHD,Area 6,FALSE,SOL20,Minor,TPG,Ministry of Defence - MoD,Wynona Tonkin  ,Quinton Claudio  ,56,2.33
08/03/2017,FALSE,21:30,FALSE,Unsecured PM Document,Area 8,FALSE,WAR08,None,Business Operations,KFC,Van Vautour  ,Octavio Angert  ,101,4.21
10/11/2015,FALSE,07:03,TRUE,Tailgating,Office 14,TRUE,MAN33,None,"Commercial, Legal",Mercedes-Benz Uk Ltd.,Santina Mayr  ,Van Fessenden  ,164,6.83
02/08/2015,TRUE,01:55,FALSE,Brief Descriptions,Area 12,FALSE,MAN35,None,N&T,Ministry of Defence - MoD,Tim Pinckard  ,Damion Hope  ,113,4.71
01/07/2012,TRUE,23:15,FALSE,Lost Peripheral,Area 3,FALSE,MAN34,Minor,Public Sector,HSBC,Elenore Pentz  ,Jamal Lacross  ,134,5.58
16/06/2013,TRUE,08:04,FALSE,Lost Laptop,Office 19,TRUE,TEL15,Major,Business Operations,Mercedes-Benz Uk Ltd.,Suzan Bogert  ,Jamal Lacross  ,42,1.75
05/03/2016,TRUE,18:07,FALSE,Unauthorised Access,Area 1,FALSE,STE10,Minor,DNS,Reading Borough Council,Santina Mayr  ,Damion Hope  ,2,0.08
29/08/2015,TRUE,00:53,FALSE,Lost USB drive,Area 6,FALSE,EDI06,Major,MIS,MOD - DFTS,Candra Snowball  ,Raymon Currie  ,242,10.08
11/03/2013,FALSE,12:03,TRUE,Stolen Laptop,Area 6,FALSE,SOL10,Minor,HMRC,Virgin Money,Kiera Lickteig  ,Mary Clowers  ,83,3.46
21/07/2015,FALSE,09:04,TRUE,Unsecured PM Document,Office 4,TRUE,CRE02,Minor,Private Sector,HM Treasury,Stanley Bosch  ,Mary Clowers  ,25,1.04
06/08/2013,FALSE,01:21,FALSE,Brief Descriptions,Office 10,TRUE,BSN02,Minor,HMRC,Scottish Water,Julius Huntsberry  ,Damion Hope  ,28,1.17
18/12/2013,FALSE,15:23,TRUE,Stolen Laptop,Area 20,FALSE,EDI06,Major,ROI,Ministry of Defence - MoD,Arlena Pierpont  ,Jamal Lacross  ,79,3.29
02/08/2015,TRUE,16:24,FALSE,Lost Desktop,Office 10,TRUE,STE10,Minor,N&T,Vodafone Plc Government,China Thurlow  ,Pablo Gowers  ,108,4.5
19/02/2015,FALSE,11:34,TRUE,Stolen Laptop,Area 8,FALSE,SOL20,None,HR,British American Tobacco Plc,Edmund Dedrick  ,Bob Luthy  ,54,2.25
08/03/2012,FALSE,00:07,FALSE,Lost Laptop,Office 8,TRUE,BSN01,Significant,TPG,Cambridgeshire County Council,Cecille Haubert  ,Octavio Angert  ,369,15.38
10/04/2014,FALSE,11:18,TRUE,Lost Laptop,Area 14,FALSE,MAN34,Significant,Finance & Strategy,NI Education & Library Boards,Jacqueline Schoepp  ,Raymon Currie  ,176,7.33
12/05/2013,TRUE,14:42,FALSE,Unsecured Cabinet,Office 13,TRUE,EDI06,Major,Finance & Strategy,McDonalds Restaurants Ltd.,Fallon Planas  ,Lyle Griswold  ,31,1.29
02/10/2013,FALSE,11:13,TRUE,Stolen Peripheral,Office 9,TRUE,BSN01,Minor,Private Sector,Electricity Supply Board,Marisa Anchondo  ,Quinton Claudio  ,43,1.79
16/01/2016,TRUE,07:07,FALSE,Stolen Laptop,Area 5,FALSE,EDI06,Major,Private Sector,Balfour Beatty Group Ltd.,Suzan Bogert  ,Raul Holmquist  ,68,2.83
12/06/2015,FALSE,19:34,FALSE,Lost Desktop,Office 20,TRUE,WAR08,None,HR,NI Library Authority,Alva Cha  ,Dewayne Robichaux  ,21,0.88
10/11/2015,FALSE,07:31,TRUE,Lost USB drive,Office 15,TRUE,BRA01,None,Private Sector,Mercedes-Benz Uk Ltd.,Nick Carter  ,Mitch Landa  ,52,2.17
11/05/2016,FALSE,03:00,FALSE,Stolen Desktop,Office 7,TRUE,MAN35,None,ROI,Electricity Supply Board,Chae Sather  ,Douglass Dill  ,172,7.17
07/03/2014,FALSE,22:53,FALSE,Stolen Desktop,Office 7,TRUE,WAR08,Significant,MIS,NI Education & Library Boards,Efrain Hauk  ,Douglass Dill  ,29,1.21
18/07/2014,FALSE,02:52,FALSE,Stolen Laptop,Office 13,TRUE,SOL10,Significant,MIS,PZ Cussons,China Thurlow  ,Foster Wax  ,204,8.5
04/03/2013,FALSE,12:26,TRUE,Stolen Peripheral,Office 10,TRUE,TEL15,Significant,HMRC,NI Education & Library Boards,Candra Snowball  ,Quinton Claudio  ,87,3.63
16/09/2015,FALSE,18:35,TRUE,Stolen USB drive,Office 9,TRUE,WAK01,Major,MIS,Dublin City Council,Elenore Pentz  ,Lyle Griswold  ,220,9.17
21/02/2013,FALSE,10:00,TRUE,Stolen USB drive,Office 12,TRUE,SOL20,Major,HMRC,UK Border Agency,Suzan Bogert  ,Pasquale Sonntag  ,40,1.67
22/06/2015,FALSE,23:03,FALSE,Lost Desktop,Office 20,TRUE,EDI06,Minor,ROI,Virgin Money,Van Vautour  ,Bob Luthy  ,71,2.96
29/11/2015,TRUE,15:56,FALSE,Lost Desktop,Area 3,FALSE,Unknown,Major,N&T,Specsavers,Renato Boos  ,Mary Clowers  ,142,5.92
21/01/2012,TRUE,04:52,FALSE,Lost Peripheral,Office 19,TRUE,BSN01,Minor,Finance & Strategy,Mercedes-Benz Uk Ltd.,Tim Pinckard  ,Damion Hope  ,13,0.54
19/05/2012,TRUE,22:06,FALSE,Lost Peripheral,Area 4,FALSE,BRA07,None,HMRC,Scottish Water,Irma Zamorano  ,Foster Wax  ,206,8.58
17/03/2013,TRUE,23:30,FALSE,Stolen Peripheral,Area 9,FALSE,EDI06,Major,"Commercial, Legal",Cabinet Office,Marisa Anchondo  ,Jamal Lacross  ,26,1.08
07/02/2016,TRUE,04:37,FALSE,Stolen USB drive,Office 1,TRUE,WAK01,Major,Public Sector,Balfour Beatty Group Ltd.,Will Stahly  ,Jamal Lacross  ,73,3.04
25/12/2015,FALSE,15:31,TRUE,Stolen Desktop,Area 7,FALSE,MAN35,Minor,MIS,Primark,Raphael Arledge  ,Quinton Claudio  ,61,2.54
11/06/2012,FALSE,08:59,TRUE,Lost Laptop,Area 8,FALSE,SOL10,Minor,MIS,MOD - DFTS,Alva Cha  ,Mitch Landa  ,125,5.21
15/03/2015,TRUE,10:19,FALSE,Lost USB drive,Office 17,TRUE,SOL10,Significant,Private Sector,Police Service of Northern Ireland,Araceli Urena  ,Quinton Claudio  ,31,1.29
15/02/2015,TRUE,17:27,FALSE,Lost USB drive,Office 10,TRUE,SOL10,Major,MIS,Environment Agency,Santina Mayr  ,Rueben Bosarge  ,61,2.54
05/02/2014,FALSE,10:37,TRUE,Stolen USB drive,Area 18,FALSE,MAN35,Significant,Private Sector,Cambridgeshire County Council,Arlena Pierpont  ,Raymon Currie  ,120,5
04/03/2014,FALSE,22:39,FALSE,Lost RHD,Area 7,FALSE,STE04,Minor,MIS,Alliance Boots plc,Alva Cha  ,Bob Luthy  ,81,3.38
10/04/2015,FALSE,10:15,TRUE,Stolen RHD,Area 14,FALSE,WAR08,None,MIS,UK Border Agency,Len Clyburn  ,Mary Clowers  ,56,2.33
14/12/2016,FALSE,07:58,TRUE,Stolen USB drive,Office 13,TRUE,MAN34,None,"Commercial, Legal",Police Service of Northern Ireland,Chae Sather  ,Octavio Angert  ,199,8.29
10/03/2015,FALSE,16:09,TRUE,Stolen Peripheral,Area 9,FALSE,MAN35,Significant,Marketing,HM Treasury,Renato Boos  ,Octavio Angert  ,21,0.88
23/08/2015,TRUE,15:03,FALSE,Lost USB drive,Area 3,FALSE,WAK01,Significant,HR,Dublin City Council,Wesley Kitt  ,Raul Holmquist  ,50,2.08
12/11/2013,FALSE,16:49,TRUE,Stolen Laptop,Area 12,FALSE,BRA01,None,Marketing,Electricity Supply Board,Ursula Bradberry  ,Damion Hope  ,113,4.71
18/09/2013,FALSE,04:35,FALSE,Lost RHD,Area 3,FALSE,STE04,Significant,MIS,Vodafone Plc Government,Efrain Hauk  ,Van Fessenden  ,119,4.96
30/06/2016,FALSE,13:29,TRUE,Suspicious Character,Office 16,TRUE,SOL20,Significant,MIS,Whitbread Group Plc,Chantel Lemaire  ,Pablo Gowers  ,72,3
17/03/2015,FALSE,08:41,TRUE,Tailgating,Office 18,TRUE,BSN01,Minor,Public Sector,NI Library Authority,Felicidad Vose  ,Bob Luthy  ,198,8.25
16/08/2013,FALSE,00:42,FALSE,Unsecured Cabinet,Office 15,TRUE,WAR08,Significant,BAS,HPC Wales,Juan Bernett  ,Damion Hope  ,111,4.63
21/12/2012,FALSE,19:58,FALSE,Stolen Desktop,Office 11,TRUE,WAK01,Minor,HR,NI Water,Chae Sather  ,Damion Hope  ,190,7.92
28/11/2016,FALSE,16:49,TRUE,Lost USB drive,Office 18,TRUE,BRA07,Major,Marketing,Bridgestone UK,Chae Sather  ,Rueben Bosarge  ,130,5.42
02/11/2012,FALSE,06:59,FALSE,Lost Laptop,Area 10,FALSE,WAR03,Major,ROI,HPC Wales,Renato Boos  ,Bob Luthy  ,89,3.71
09/11/2012,FALSE,11:28,TRUE,Unauthorised Access,Office 9,TRUE,SOL20,None,Marketing,Southeastern,China Thurlow  ,Quinton Claudio  ,104,4.33
21/10/2013,FALSE,07:39,TRUE,Staff with no pass,Area 10,FALSE,WAK01,None,Private Sector,HPC Wales,Arlena Pierpont  ,Foster Wax  ,258,10.75
25/08/2014,FALSE,08:54,TRUE,Suspicious Character,Area 3,FALSE,SOL10,None,Private Sector,Heathrow Airport Limited,Gregory Bieber  ,Sterling Raske  ,175,7.29
14/10/2013,FALSE,14:54,TRUE,Lost Laptop,Office 18,TRUE,MAN34,None,HMRC,Environment Agency,Vivan Truelove  ,Dewayne Robichaux  ,124,5.17
24/05/2014,TRUE,12:06,FALSE,Stolen Desktop,Office 16,TRUE,MAN34,None,HMRC,Electricity Supply Board,Jonathan Wray  ,Jamal Lacross  ,98,4.08
03/02/2014,FALSE,15:18,TRUE,Stolen Peripheral,Office 10,TRUE,EDI06,Minor,HR,NI Water,Rodney Bastin  ,Van Fessenden  ,81,3.38
27/04/2015,FALSE,12:54,TRUE,Stolen Peripheral,Office 7,TRUE,BRA01,None,Public Sector,UK Border Agency,Marisa Anchondo  ,Dewayne Robichaux  ,46,1.92
07/02/2015,TRUE,13:26,FALSE,Suspicious Character,Area 1,FALSE,MAN33,None,"Commercial, Legal",G4S Plc,Santina Mayr  ,Rueben Bosarge  ,52,2.17
11/05/2015,FALSE,12:15,TRUE,Stolen Laptop,Office 7,TRUE,SOL10,None,DNS,HSBC,Marlin Southwood  ,Bob Luthy  ,24,1
19/01/2017,FALSE,10:14,TRUE,Lost Peripheral,Reception,FALSE,SOL10,Minor,Private Sector,Environment Agency,Will Stahly  ,Sterling Raske  ,66,2.75
13/08/2014,FALSE,21:07,FALSE,Lost Laptop,Office 17,TRUE,SOL10,Minor,HR,Virgin Money,Wallace Truett  ,Bob Luthy  ,133,5.54
01/02/2015,TRUE,08:29,FALSE,Lost Desktop,Office 10,TRUE,MAN35,None,HR,British American Tobacco Plc,Elenore Pentz  ,Van Fessenden  ,50,2.08
07/03/2017,FALSE,03:52,FALSE,Lost Desktop,Reception,FALSE,MAN33,None,Finance & Strategy,Environment Agency,Vivan Truelove  ,Raymon Currie  ,39,1.63
08/07/2012,TRUE,12:23,FALSE,Unsecured PM Document,Office 13,TRUE,STE10,Significant,DNS,NI Education & Library Boards,Raphael Arledge  ,Bob Luthy  ,14,0.58
17/03/2016,FALSE,05:05,FALSE,Stolen Desktop,Area 2,FALSE,SOL10,Minor,HR,Scottish Water,Renato Boos  ,Raul Holmquist  ,55,2.29
20/04/2015,FALSE,03:13,FALSE,Stolen Desktop,Area 1,FALSE,SOL10,Minor,HMRC,Post Office Ltd,Juan Bernett  ,Raul Holmquist  ,20,0.83
05/07/2016,FALSE,18:02,TRUE,Unsecured PM Document,Area 3,FALSE,EDI06,Significant,Other (specify),Ministry of Defence - MoD,Gregory Bieber  ,Bob Luthy  ,358,14.92
15/10/2016,TRUE,09:05,FALSE,Stolen USB drive,Office 13,TRUE,WAK01,Significant,Private Sector,McDonalds Restaurants Ltd.,Wesley Kitt  ,Pablo Gowers  ,29,1.21
08/09/2013,TRUE,23:26,FALSE,Lost Desktop,Area 3,FALSE,CRE02,None,MIS,G4S Plc,Deidra Mayes  ,Damion Hope  ,29,1.21
02/06/2016,FALSE,15:15,TRUE,Lost USB drive,Office 10,TRUE,WAR08,Minor,HMRC,Office for National Statistics,Efrain Hauk  ,Bob Luthy  ,162,6.75
13/03/2015,FALSE,04:04,FALSE,Staff with no pass,Office 17,TRUE,MAN33,Major,HR,Virgin Money,Bret Orosz  ,Mary Clowers  ,115,4.79
07/03/2015,TRUE,10:51,FALSE,Stolen USB drive,Office 5,TRUE,SOL20,None,Finance & Strategy,Highland Council,Adele Flower  ,Mitch Landa  ,179,7.46
25/03/2014,FALSE,08:50,TRUE,Unsecured Cabinet,Area 10,FALSE,EDI06,Major,ROI,HPC Wales,Abel Liss  ,Octavio Angert  ,26,1.08
24/01/2014,FALSE,06:58,FALSE,Stolen Peripheral,Area 5,FALSE,BSN01,Minor,Business Operations,Office for National Statistics,Yasuko Manigault  ,Raymon Currie  ,126,5.25
14/01/2014,FALSE,06:27,FALSE,Unsecured PM Document,Office 12,TRUE,MAN35,Major,"Commercial, Legal",Electricity Supply Board,Araceli Urena  ,Mitch Landa  ,100,4.17
14/11/2013,FALSE,18:32,TRUE,Stolen RHD,Office 8,TRUE,WAK01,Major,BAS,Post Office Ltd,Marlin Southwood  ,Damion Hope  ,89,3.71
31/10/2016,FALSE,22:33,FALSE,Lost Peripheral,Area 16,FALSE,MAN33,None,HMRC,Dublin City Council,Chae Sather  ,Leonardo Mcclane  ,54,2.25
13/07/2015,FALSE,02:39,FALSE,Suspicious Character,Office 13,TRUE,BSN01,Minor,Public Sector,Dublin City Council,Adele Flower  ,Damion Hope  ,30,1.25
22/09/2014,FALSE,16:12,TRUE,Lost Desktop,Area 10,FALSE,STE04,None,Other (specify),Post Office Ltd,Will Stahly  ,Pablo Gowers  ,227,9.46
06/05/2014,FALSE,11:19,TRUE,Stolen Laptop,Office 8,TRUE,WAR08,Major,HMRC,Dublin City Council,Babette Garriott  ,Leonardo Mcclane  ,72,3
14/02/2015,TRUE,14:23,FALSE,Lost RHD,Area 1,FALSE,WAK01,None,Private Sector,Electricity Supply Board,Fallon Planas  ,Jamal Lacross  ,61,2.54
05/06/2015,FALSE,14:43,TRUE,Stolen Laptop,Office 11,TRUE,STE10,Minor,BAS,NI Water,Chet Swedberg  ,Rueben Bosarge  ,155,6.46
16/03/2014,TRUE,16:03,FALSE,Lost USB drive,Office 20,TRUE,BRA07,None,"Commercial, Legal",Heathrow Airport Limited,Rodney Bastin  ,Dewayne Robichaux  ,2,0.08
03/07/2015,FALSE,09:23,TRUE,Staff with no pass,Area 8,FALSE,STE04,Significant,HMRC,NI Library Authority,Danyelle Golub  ,Raymon Currie  ,131,5.46
05/09/2016,FALSE,09:28,TRUE,Lost Peripheral,Area 7,FALSE,BSN01,Major,TPG,Home Group Limited,Bret Orosz  ,Douglass Dill  ,42,1.75
04/08/2015,FALSE,16:38,TRUE,Lost Laptop,Office 8,TRUE,EDI06,Minor,HR,Environment Agency,Chet Swedberg  ,Bob Luthy  ,105,4.38
21/09/2011,FALSE,11:20,TRUE,Stolen Laptop,Area 11,FALSE,STE10,Minor,DNS,Balfour Beatty Group Ltd.,Ethan Singer  ,Foster Wax  ,105,4.38
13/02/2014,FALSE,06:11,FALSE,Lost Desktop,Area 3,FALSE,LON22,Minor,N&T,Environment Agency,Fallon Planas  ,Pablo Gowers  ,70,2.92
10/01/2015,TRUE,00:40,FALSE,Stolen RHD,Canteen,FALSE,EDI06,None,Private Sector,HPC Wales,China Thurlow  ,Rueben Bosarge  ,76,3.17
28/03/2013,FALSE,14:27,TRUE,Stolen Peripheral,Office 16,TRUE,MAN33,Major,Business Operations,HM Treasury,Lucio Siniard  ,Douglass Dill  ,92,3.83
08/02/2015,TRUE,17:57,FALSE,Lost RHD,Office 17,TRUE,WAR08,Significant,Business Operations,Halfords Ltd.,Marisa Anchondo  ,Rueben Bosarge  ,40,1.67
26/02/2015,FALSE,00:20,FALSE,Stolen Desktop,Area 10,FALSE,BRA07,None,Marketing,Halfords Ltd.,Rodney Bastin  ,Leonardo Mcclane  ,86,3.58
18/05/2012,FALSE,03:37,FALSE,Stolen Desktop,Area 14,FALSE,MAN34,Significant,HMRC,Balfour Beatty Group Ltd.,Julius Huntsberry  ,Mitch Landa  ,142,5.92
02/09/2015,FALSE,12:18,TRUE,Unsecured PM Document,Area 7,FALSE,STE10,Major,HMRC,Reading Borough Council,Jacob Carillo  ,Quinton Claudio  ,68,2.83
23/09/2013,FALSE,00:53,FALSE,Unsecured Cabinet,Area 10,FALSE,MAN34,Significant,HMRC,Ministry of Defence - MoD,Deidra Mayes  ,Foster Wax  ,43,1.79
03/03/2017,FALSE,22:35,FALSE,Staff with no pass,Area 10,FALSE,SOL10,None,MIS,Whitbread Group Plc,Danyelle Golub  ,Pablo Gowers  ,61,2.54
12/02/2012,TRUE,02:39,FALSE,Lost RHD,Office 14,TRUE,BRA07,None,MIS,Alliance Boots plc,Santina Mayr  ,Raymon Currie  ,39,1.63
29/10/2014,FALSE,19:31,FALSE,Stolen USB drive,Area 12,FALSE,SWN03,None,Private Sector,Cabinet Office,Gregory Bieber  ,Raul Holmquist  ,115,4.79
14/02/2014,FALSE,13:20,TRUE,Lost USB drive,Area 4,FALSE,SWN03,Minor,HR,MOD - DFTS,Nick Carter  ,Foster Wax  ,32,1.33
03/08/2015,FALSE,13:53,TRUE,Stolen USB drive,Office 18,TRUE,MAN34,Major,DNS,Primark,Will Stahly  ,Foster Wax  ,107,4.46
15/04/2016,FALSE,21:53,FALSE,Unsecured Cabinet,Area 4,FALSE,BSN02,None,Finance & Strategy,Primark,Stanley Bosch  ,Foster Wax  ,87,3.63
09/09/2015,FALSE,11:32,TRUE,Unsecured PM Document,Office 14,TRUE,STE10,Significant,ROI,Whitbread Group Plc,Juan Bernett  ,Silas Wand  ,37,1.54
27/09/2014,TRUE,00:02,FALSE,Stolen RHD,Office 15,TRUE,MAN33,None,Finance & Strategy,NI Education & Library Boards,Migdalia Schmitt  ,Raul Holmquist  ,135,5.63
10/08/2015,FALSE,00:30,FALSE,Lost Peripheral,Office 7,TRUE,MAN34,Major,HMRC,Post Office Ltd,Wilbur Tienda  ,Mary Clowers  ,100,4.17
11/05/2014,TRUE,17:59,FALSE,Suspicious Character,Area 5,FALSE,WAR03,Minor,HMRC,Post Office Ltd,Deidra Mayes  ,Pablo Gowers  ,31,1.29
15/09/2013,TRUE,00:52,FALSE,Unsecured Cabinet,Area 5,FALSE,MAN35,None,Marketing,Southeastern,Ursula Bradberry  ,Pasquale Sonntag  ,233,9.71
22/06/2013,TRUE,00:33,FALSE,Unsecured Cabinet,Area 5,FALSE,STE04,Significant,HR,Halfords Ltd.,Jacob Carillo  ,Foster Wax  ,2,0.08
11/09/2013,FALSE,16:12,TRUE,Unauthorised Access,Office 14,TRUE,BRA07,Significant,Private Sector,Halfords Ltd.,Cher Welter  ,Pasquale Sonntag  ,179,7.46
22/05/2015,FALSE,13:02,TRUE,Stolen Desktop,Reception,FALSE,BRA07,Major,ROI,Environment Agency,Ethan Singer  ,Rueben Bosarge  ,108,4.5
20/08/2014,FALSE,11:12,TRUE,Lost USB drive,Office 17,TRUE,EDI06,Minor,TPG,Highland Council,Suzan Bogert  ,Mary Clowers  ,115,4.79
14/12/2012,FALSE,07:15,TRUE,Tailgating,Area 8,FALSE,STE04,Major,HMRC,Virgin Money,Araceli Urena  ,Jamal Lacross  ,60,2.5
02/07/2014,FALSE,02:58,FALSE,Suspicious Character,Office 20,TRUE,EDI06,Significant,HMRC,HPC Wales,Yasuko Manigault  ,Lyle Griswold  ,46,1.92
02/12/2013,FALSE,02:46,FALSE,Lost RHD,Area 3,FALSE,MAN34,Significant,DNS,High Speed 2 Ltd.,Wesley Kitt  ,Foster Wax  ,36,1.5
10/08/2014,TRUE,20:35,FALSE,Unsecured PM Document,Area 14,FALSE,CRE02,Major,TPG,Environment Agency,Juan Bernett  ,Douglass Dill  ,51,2.13
29/10/2013,FALSE,00:09,FALSE,Unsecured PM Document,Area 6,FALSE,WAR03,Minor,HMRC,Electricity Supply Board,Yasuko Manigault  ,Dewayne Robichaux  ,61,2.54
02/07/2013,FALSE,00:44,FALSE,Unsecured Cabinet,Area 7,FALSE,WAR08,None,Other (specify),Office for National Statistics,Deidra Mayes  ,Octavio Angert  ,111,4.63
08/10/2013,FALSE,12:45,TRUE,Lost Peripheral,Area 3,FALSE,MAN35,None,HMRC,Office for National Statistics,Ethan Singer  ,Leonardo Mcclane  ,138,5.75
30/08/2012,FALSE,00:24,FALSE,Brief Descriptions,Area 7,FALSE,MAN34,Major,MIS,Southeastern,Felicidad Vose  ,Silas Wand  ,166,6.92
30/09/2015,FALSE,08:02,TRUE,Lost Desktop,Office 12,TRUE,BSN01,Significant,Business Operations,Environment Agency,Darline Goodwill  ,Octavio Angert  ,7,0.29
07/10/2014,FALSE,01:36,FALSE,Lost Desktop,Office 2,TRUE,TEL15,None,HR,KFC,Jacqueline Schoepp  ,Leonardo Mcclane  ,55,2.29
27/03/2014,FALSE,00:16,FALSE,Unsecured Cabinet,Office 6,TRUE,SOL10,None,HR,Scottish Water,Vivan Truelove  ,Mitch Landa  ,130,5.42
